sentence,label,group,source
The picture from the chef,0,ML,prep_inanim_all
The picture from the architect,0,ML,prep_inanim_all
The picture from the skater,0,ML,prep_inanim_all
The picture from the dancer,0,ML,prep_inanim_all
The picture from the minister,0,ML,prep_inanim_all
The picture from the taxi driver,0,ML,prep_inanim_all
The picture from the assistant,0,ML,prep_inanim_all
The picture from the executive,0,ML,prep_inanim_all
The picture from the parent,0,ML,prep_inanim_all
The picture by the guard,0,ML,prep_inanim_all
The picture by the chef,0,ML,prep_inanim_all
The picture by the architect,0,ML,prep_inanim_all
The picture by the skater,0,ML,prep_inanim_all
The picture by the dancer,0,ML,prep_inanim_all
The picture by the minister,0,ML,prep_inanim_all
The picture by the taxi driver,0,ML,prep_inanim_all
The picture by the assistant,0,ML,prep_inanim_all
The picture by the executive,0,ML,prep_inanim_all
The picture by the parent,0,ML,prep_inanim_all
The painting from the guard,0,ML,prep_inanim_all
The painting from the chef,0,ML,prep_inanim_all
The painting from the architect,0,ML,prep_inanim_all
The painting from the skater,0,ML,prep_inanim_all
The painting from the dancer,0,ML,prep_inanim_all
The painting from the minister,0,ML,prep_inanim_all
The painting from the taxi driver,0,ML,prep_inanim_all
The painting from the assistant,0,ML,prep_inanim_all
The painting from the executive,0,ML,prep_inanim_all
The painting from the parent,0,ML,prep_inanim_all
The painting by the guard,0,ML,prep_inanim_all
The painting by the chef,0,ML,prep_inanim_all
The painting by the architect,0,ML,prep_inanim_all
The painting by the skater,0,ML,prep_inanim_all
The painting by the dancer,0,ML,prep_inanim_all
The painting by the minister,0,ML,prep_inanim_all
The painting by the taxi driver,0,ML,prep_inanim_all
The painting by the assistant,0,ML,prep_inanim_all
The painting by the executive,0,ML,prep_inanim_all
The painting by the parent,0,ML,prep_inanim_all
The novel from the guard,0,ML,prep_inanim_all
The novel from the chef,0,ML,prep_inanim_all
The novel from the architect,0,ML,prep_inanim_all
The novel from the skater,0,ML,prep_inanim_all
The novel from the dancer,0,ML,prep_inanim_all
The novel from the minister,0,ML,prep_inanim_all
The novel from the taxi driver,0,ML,prep_inanim_all
The novel from the assistant,0,ML,prep_inanim_all
The novel from the executive,0,ML,prep_inanim_all
The novel from the parent,0,ML,prep_inanim_all
The novel by the guard,0,ML,prep_inanim_all
The novel by the chef,0,ML,prep_inanim_all
The novel by the architect,0,ML,prep_inanim_all
The novel by the skater,0,ML,prep_inanim_all
The novel by the dancer,0,ML,prep_inanim_all
The novel by the minister,0,ML,prep_inanim_all
The novel by the taxi driver,0,ML,prep_inanim_all
The novel by the assistant,0,ML,prep_inanim_all
The novel by the executive,0,ML,prep_inanim_all
The novel by the parent,0,ML,prep_inanim_all
The poem from the guard,0,ML,prep_inanim_all
The poem from the chef,0,ML,prep_inanim_all
The poem from the architect,0,ML,prep_inanim_all
The poem from the skater,0,ML,prep_inanim_all
The poem from the dancer,0,ML,prep_inanim_all
The poem from the minister,0,ML,prep_inanim_all
The poem from the taxi driver,0,ML,prep_inanim_all
The poem from the assistant,0,ML,prep_inanim_all
The poem from the executive,0,ML,prep_inanim_all
The poem from the parent,0,ML,prep_inanim_all
The poem by the guard,0,ML,prep_inanim_all
The poem by the chef,0,ML,prep_inanim_all
The poem by the architect,0,ML,prep_inanim_all
The poem by the skater,0,ML,prep_inanim_all
The poem by the dancer,0,ML,prep_inanim_all
The poem by the minister,0,ML,prep_inanim_all
The poem by the taxi driver,0,ML,prep_inanim_all
The poem by the assistant,0,ML,prep_inanim_all
The poem by the executive,0,ML,prep_inanim_all
The poem by the parent,0,ML,prep_inanim_all
The show from the guard,0,ML,prep_inanim_all
The show from the chef,0,ML,prep_inanim_all
The show from the architect,0,ML,prep_inanim_all
The show from the skater,0,ML,prep_inanim_all
The show from the dancer,0,ML,prep_inanim_all
The show from the minister,0,ML,prep_inanim_all
The show from the taxi driver,0,ML,prep_inanim_all
The show from the assistant,0,ML,prep_inanim_all
The show from the executive,0,ML,prep_inanim_all
The show from the parent,0,ML,prep_inanim_all
The show by the guard,0,ML,prep_inanim_all
The show by the chef,0,ML,prep_inanim_all
The show by the architect,0,ML,prep_inanim_all
The show by the skater,0,ML,prep_inanim_all
The show by the dancer,0,ML,prep_inanim_all
The show by the minister,0,ML,prep_inanim_all
The show by the taxi driver,0,ML,prep_inanim_all
The show by the assistant,0,ML,prep_inanim_all
The show by the executive,0,ML,prep_inanim_all
The show by the parent,0,ML,prep_inanim_all
