sentence,label,group,source
The steak,0,blimp,regular_plural_subject_verb_agreement_1
The dancers,1,blimp,regular_plural_subject_verb_agreement_1
Every spotlight,0,blimp,regular_plural_subject_verb_agreement_1
This wheelbarrow,0,blimp,regular_plural_subject_verb_agreement_1
The patients,1,blimp,regular_plural_subject_verb_agreement_1
Maria,0,blimp,regular_plural_subject_verb_agreement_1
Guys,1,blimp,regular_plural_subject_verb_agreement_1
Every hospital,0,blimp,regular_plural_subject_verb_agreement_1
Colleen,0,blimp,regular_plural_subject_verb_agreement_1
Gloves,1,blimp,regular_plural_subject_verb_agreement_1
These libraries,1,blimp,regular_plural_subject_verb_agreement_1
The movie theater,0,blimp,regular_plural_subject_verb_agreement_1
Many rabbits,1,blimp,regular_plural_subject_verb_agreement_1
Sonia,0,blimp,regular_plural_subject_verb_agreement_1
The rugs,1,blimp,regular_plural_subject_verb_agreement_1
A lot of guests,1,blimp,regular_plural_subject_verb_agreement_1
Joel,0,blimp,regular_plural_subject_verb_agreement_1
The carts,1,blimp,regular_plural_subject_verb_agreement_1
Pork,0,blimp,regular_plural_subject_verb_agreement_1
This picture,0,blimp,regular_plural_subject_verb_agreement_1
These bicycles,1,blimp,regular_plural_subject_verb_agreement_1
Phillip,0,blimp,regular_plural_subject_verb_agreement_1
Jacqueline,0,blimp,regular_plural_subject_verb_agreement_1
Patricia,0,blimp,regular_plural_subject_verb_agreement_1
The tomato,0,blimp,regular_plural_subject_verb_agreement_1
The girls,1,blimp,regular_plural_subject_verb_agreement_1
Every cat,0,blimp,regular_plural_subject_verb_agreement_1
Ann,0,blimp,regular_plural_subject_verb_agreement_1
These hamsters,1,blimp,regular_plural_subject_verb_agreement_1
A senator,0,blimp,regular_plural_subject_verb_agreement_1
Nicole,0,blimp,regular_plural_subject_verb_agreement_1
Most pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
Cindy,0,blimp,regular_plural_subject_verb_agreement_1
The chairs,1,blimp,regular_plural_subject_verb_agreement_1
Prints,1,blimp,regular_plural_subject_verb_agreement_1
The waitresses,1,blimp,regular_plural_subject_verb_agreement_1
This adult,0,blimp,regular_plural_subject_verb_agreement_1
Some windows,1,blimp,regular_plural_subject_verb_agreement_1
Omar,0,blimp,regular_plural_subject_verb_agreement_1
Eva,0,blimp,regular_plural_subject_verb_agreement_1
A waiter,0,blimp,regular_plural_subject_verb_agreement_1
All girls,1,blimp,regular_plural_subject_verb_agreement_1
Many pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
Most teachers,1,blimp,regular_plural_subject_verb_agreement_1
An association,0,blimp,regular_plural_subject_verb_agreement_1
Hills,1,blimp,regular_plural_subject_verb_agreement_1
Beverly,0,blimp,regular_plural_subject_verb_agreement_1
Donna,0,blimp,regular_plural_subject_verb_agreement_1
Most dancers,1,blimp,regular_plural_subject_verb_agreement_1
Paintings,1,blimp,regular_plural_subject_verb_agreement_1
This movie,0,blimp,regular_plural_subject_verb_agreement_1
Nina,0,blimp,regular_plural_subject_verb_agreement_1
